OCCUPATION,0,1
Cashiers,2.103573211929793,2.0168445610033126
Cooks,2.2692085490682534,2.1152362964505125
Registered Nurse,3.1261530535817696,3.0973040965812
Truck Drivers,2.5626859719238624,2.582894190153349
